score,sentiment,word
9.3,0,cover
9.3,0,transparent
9.3,0,climbing
9.3,0,poisoning
9.3,0,bothersome
9.3,0,shoddy
9.3,0,trolleys
9.3,0,mechanical
9.3,0,chewing
9.3,0,misled
9.3,0,sign
9.2,0,smoke
9.2,0,rid
9.2,0,subsequent
9.2,0,stinky
9.2,0,allocate
9.2,0,grumpy
9.2,0,beware
9.2,0,consumed
9.2,0,trucks
9.2,0,frame
9.2,0,unpack
9.2,0,replacement
9.2,0,cm
9.2,0,indicate
9.1,0,stupid
9.1,0,complaining
9.1,0,ache
9.1,0,rip
9.1,0,stairs
9.1,0,eventually
9.1,0,legs
9.1,0,limited
9.1,0,sometimes
9.1,0,softer
9.0,0,smell
9.0,0,remove
9.0,0,picky
9.0,0,scam
9.0,0,operating
9.0,0,acoustic
9.0,0,admitted
9.0,0,abysmal
9.0,0,unsteady
9.0,0,stature
9.0,0,declared
9.0,0,avoidable
9.0,0,kneel
9.0,0,unconcerned
9.0,0,invoices
9.0,0,someones
9.0,0,letdown
9.0,0,actioned
9.0,0,knackered
9.0,0,lever
9.0,0,mash
9.0,0,lefts
9.0,0,snotty
9.0,0,tomato
9.0,0,belonged
9.0,0,unexperienced
9.0,0,inspect
9.0,0,ash
9.0,0,dangerously
9.0,0,ashtrays
9.0,0,unpractical
9.0,0,inability
9.0,0,scratching
9.0,0,dreadfully
9.0,0,eatable
9.0,0,dissapointment
9.0,0,subjective
9.0,0,published
9.0,0,plughole
9.0,0,ramp
9.0,0,tricked
9.0,0,discrepancy
9.0,0,wrapper
9.0,0,unhelpfull
9.0,0,stack
9.0,0,pale
9.0,0,revolting
9.0,0,squeeze
9.0,0,void
9.0,0,spongy
9.0,0,transparency
9.0,0,cry
9.0,0,chunks
9.0,0,amateurish
9.0,0,resistance
9.0,0,obsolete
9.0,0,peeled
9.0,0,happend
9.0,0,extortion
9.0,0,occurring
9.0,0,contracted
9.0,0,circles
9.0,0,slack
9.0,0,method
9.0,0,residue
9.0,0,balls
9.0,0,depend
9.0,0,vacant
9.0,0,nothin
9.0,0,aired
9.0,0,didnot
9.0,0,repainting
9.0,0,assumption
9.0,0,adjustments
9.0,0,pigeons
9.0,0,figure
9.0,0,fob
9.0,0,software
9.0,0,hardly
8.9,0,bedside
8.9,0,unless
8.9,0,na
8.9,0,neighbors
8.9,0,stuck
8.9,0,faded
8.9,0,consequently
8.9,0,fix
8.8,0,unhappy
8.8,0,currency
8.8,0,crap
8.8,0,disgrace
8.8,0,blow
8.8,0,substance
8.8,0,unpacked
8.8,0,sachet
8.8,0,understand
8.8,0,wire
8.8,0,slip
8.8,0,spartan
8.8,0,disturb
8.8,0,incorrect
8.7,0,frosted
8.7,0,indicated
8.7,0,reimburse
8.7,0,deliberately
8.7,0,spruce
8.7,0,dis
8.7,0,tedious
8.7,0,neither
8.7,0,improved
8.7,0,mice
8.7,0,vibration
8.7,0,cleaner
8.7,0,firmer
8.7,0,tissue
8.7,0,disappointment
8.6,0,motor
8.6,0,messed
8.6,0,noises
8.6,0,plastic
8.6,0,prison
8.6,0,sealed
8.6,0,audible
8.6,0,vague
8.6,0,stern
8.6,0,impaired
8.6,0,dramatically
8.6,0,tightly
8.6,0,brushed
8.6,0,quests
8.6,0,authorise
8.6,0,lingering
8.6,0,injured
8.6,0,hostile
8.6,0,iffy
8.6,0,inserted
8.6,0,benefited
8.6,0,queue
8.6,0,lamp
8.6,0,sachets
8.6,0,lousy
8.6,0,werent
8.6,0,rough
8.6,0,sore
8.6,0,accustomed
8.6,0,uninviting
8.6,0,mis
8.5,0,affect
8.5,0,unsuitable
8.5,0,uses
8.5,0,rails
8.5,0,replied
8.5,0,pokey
8.5,0,instructions
8.5,0,hung
8.5,0,odor
8.5,0,discussion
8.5,0,liquid
8.5,0,odd
8.5,0,spilled
8.5,0,thicker
8.5,0,poky
8.5,0,replenishment
8.4,0,ringing
8.4,0,cloths
8.4,0,stating
8.4,0,disaster
8.4,0,voice
8.4,0,movements
8.4,0,spotlights
8.4,0,replaced
8.4,0,que
8.4,0,cash
8.4,0,happen
8.4,0,wider
8.3,0,forced
8.3,0,improve
8.3,0,nonchalant
8.3,0,hurts
8.3,0,propped
8.3,0,failures
8.3,0,unblocked
8.3,0,dusts
8.3,0,deemed
8.3,0,convincing
8.3,0,submitted
8.3,0,fraying
8.3,0,bait
8.3,0,bedbugs
8.3,0,risky
8.3,0,unsmiling
8.3,0,bomb
8.3,0,batter
8.3,0,spills
8.3,0,crusty
8.3,0,snappy
8.3,0,distress
8.3,0,limitation
8.3,0,inconveniently
8.3,0,telephones
8.3,0,rebate
8.3,0,gathered
8.3,0,milling
8.3,0,protectors
8.3,0,bashed
8.3,0,clanking
8.3,0,earplugs
8.3,0,slab
8.3,0,shooting
8.3,0,muddled
8.3,0,attacked
8.3,0,beam
8.3,0,verbal
8.3,0,intent
8.3,0,bore
8.3,0,flaws
8.3,0,recurring
8.3,0,conned
8.3,0,droning
8.3,0,blip
8.3,0,stench
8.3,0,upfront
8.3,0,improvement
8.3,0,tight
8.3,0,lacking
8.3,0,tables
8.3,0,lasted
8.3,0,throwing
8.3,0,shoebox
8.3,0,roll
8.2,0,desperate
8.2,0,unsafe
8.2,0,appear
8.2,0,intervals
8.2,0,amended
8.2,0,roasting
8.2,0,obnoxious
8.2,0,downer
8.2,0,insulted
8.2,0,pitched
8.2,0,unimpressive
8.2,0,disjointed
8.2,0,aging
8.2,0,sealing
8.2,0,scrum
8.2,0,unkept
8.2,0,blockage
8.2,0,apply
8.2,0,neighbours
8.1,0,offensive
8.1,0,nav
8.1,0,beggars
8.1,0,wall
8.1,0,compensation
8.1,0,absence
8.1,0,bulky
8.1,0,object
8.1,0,stomach
8.1,0,shouted
8.1,0,brighter
8.1,0,rejected
8.1,0,cabinet
8.1,0,loading
8.1,0,incorrectly
8.1,0,tinned
8.1,0,excuse
8.1,0,net
8.1,0,sleepless
8.0,0,tile
8.0,0,mugs
8.0,0,claim
7.9,0,rotten
7.9,0,update
7.9,0,observation
7.9,0,policy
7.9,0,worrying
7.9,0,tap
7.9,0,screaming
7.9,0,patches
7.9,0,notify
7.9,0,phoning
7.9,0,maintenance
7.9,0,constantly
7.9,0,understandable
7.9,0,marred
7.9,0,coldest
7.9,0,peanuts
7.9,0,dimly
7.9,0,attachment
